Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Peru,PER,2020,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,53.03,-3.9,-6.85
Peru,PER,2021,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,57.03,4,7.54
Peru,PER,2022,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,59.94,2.91,5.1
Peru,PER,2023,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,62.23,2.29,3.82
Peru,PER,2024,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,63.89,1.66,2.67
Philippines (the),PHL,2000,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,45.3,,
Philippines (the),PHL,2001,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,47.05,1.75,3.86
Philippines (the),PHL,2002,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,48.46,1.41,3
Philippines (the),PHL,2003,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,52.94,4.48,9.24
Philippines (the),PHL,2004,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,55.94,3,5.67
Philippines (the),PHL,2005,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,56.57,0.63,1.13
Philippines (the),PHL,2006,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,56.78,0.21,0.37
Philippines (the),PHL,2007,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,59.62,2.84,5
Philippines (the),PHL,2008,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,60.82,1.2,2.01
Philippines (the),PHL,2009,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,61.92,1.1,1.81
Philippines (the),PHL,2010,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,67.73,5.81,9.38
Philippines (the),PHL,2011,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,69.15,1.42,2.1
Philippines (the),PHL,2012,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,72.89,3.74,5.41
Philippines (the),PHL,2013,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,75.23,2.34,3.21
Philippines (the),PHL,2014,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,77.23,2,2.66
Philippines (the),PHL,2015,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,82.4,5.17,6.69
Philippines (the),PHL,2016,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,90.79,8.39,10.18
Philippines (the),PHL,2017,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,94.36,3.57,3.93
Philippines (the),PHL,2018,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,99.74,5.38,5.7
Philippines (the),PHL,2019,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,106.03,6.29,6.31
Philippines (the),PHL,2020,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,101.75,-4.28,-4.04
Philippines (the),PHL,2021,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,105.75,4,3.93
Philippines (the),PHL,2022,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,111.52,5.77,5.46
Philippines (the),PHL,2023,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,116.76,5.24,4.7
Philippines (the),PHL,2024,Country or economy,Asia,Asia,0,0,0,0,1,Electricity demand,Demand,Demand,TWh,125.86,9.1,7.79
Poland,POL,2000,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,136.81,,
Poland,POL,2001,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,136.99,0.18,0.13
Poland,POL,2002,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,135.42,-1.57,-1.15
Poland,POL,2003,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,139.85,4.43,3.27
Poland,POL,2004,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,143.25,3.4,2.43
Poland,POL,2005,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,144.1,0.85,0.59
Poland,POL,2006,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,149.71,5.61,3.89
Poland,POL,2007,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,153.17,3.46,2.31
Poland,POL,2008,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,153.83,0.66,0.43
Poland,POL,2009,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,148.67,-5.16,-3.35
Poland,POL,2010,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,155.42,6.75,4.54
Poland,POL,2011,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,157.63,2.21,1.42
Poland,POL,2012,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,158.64,1.01,0.64
Poland,POL,2013,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,159.26,0.62,0.39
Poland,POL,2014,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,160.52,1.26,0.79
Poland,POL,2015,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,163.97,3.45,2.15
Poland,POL,2016,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,168,4.03,2.46
Poland,POL,2017,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,172.2,4.2,2.5
Poland,POL,2018,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,175.12,2.92,1.7
Poland,POL,2019,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,173.84,-1.28,-0.73
Poland,POL,2020,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,170.42,-3.42,-1.97
Poland,POL,2021,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,179.68,9.26,5.43
Poland,POL,2022,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,176.92,-2.76,-1.54
Poland,POL,2023,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,168.19,-8.73,-4.93
Poland,POL,2024,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,172.17,3.98,2.37
Portugal,PRT,2000,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,44.14,,
Portugal,PRT,2001,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,46.3,2.16,4.89
Portugal,PRT,2002,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,47.45,1.15,2.48
Portugal,PRT,2003,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,49.18,1.73,3.65
Portugal,PRT,2004,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,51.16,1.98,4.03
Portugal,PRT,2005,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,52.83,1.67,3.26
Portugal,PRT,2006,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.84,1.01,1.91
Portugal,PRT,2007,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,54.2,0.36,0.67
Portugal,PRT,2008,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,54.77,0.57,1.05
Portugal,PRT,2009,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,54.16,-0.61,-1.11
Portugal,PRT,2010,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,56.1,1.94,3.58
Portugal,PRT,2011,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,54.59,-1.51,-2.69
Portugal,PRT,2012,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.33,-1.26,-2.31
Portugal,PRT,2013,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.13,-0.2,-0.38
Portugal,PRT,2014,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,52.7,-0.43,-0.81
Portugal,PRT,2015,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.41,0.71,1.35
Portugal,PRT,2016,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.96,0.55,1.03
Portugal,PRT,2017,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,54.91,0.95,1.76
Portugal,PRT,2018,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,55.69,0.78,1.42
Portugal,PRT,2019,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,55,-0.69,-1.24
Portugal,PRT,2020,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,52.85,-2.15,-3.91
Portugal,PRT,2021,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,53.97,1.12,2.12
Portugal,PRT,2022,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,55.58,1.61,2.98
Portugal,PRT,2023,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,56.42,0.84,1.51
Portugal,PRT,2024,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,57.15,0.73,1.29
Puerto Rico,PRI,2000,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.85,,
Puerto Rico,PRI,2001,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,22.31,0.46,2.11
Puerto Rico,PRI,2002,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.16,0.85,3.81
Puerto Rico,PRI,2003,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.92,0.76,3.28
Puerto Rico,PRI,2004,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,24.15,0.23,0.96
Puerto Rico,PRI,2005,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,24.96,0.81,3.35
Puerto Rico,PRI,2006,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,24.97,0.01,0.04
Puerto Rico,PRI,2007,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,24.68,-0.29,-1.16
Puerto Rico,PRI,2008,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.25,-1.43,-5.79
Puerto Rico,PRI,2009,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.04,-0.21,-0.9
Puerto Rico,PRI,2010,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.25,0.21,0.91
Puerto Rico,PRI,2011,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,22.26,-0.99,-4.26
Puerto Rico,PRI,2012,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,22.3,0.04,0.18
Puerto Rico,PRI,2013,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.48,-0.82,-3.68
Puerto Rico,PRI,2014,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.06,-0.42,-1.96
Puerto Rico,PRI,2015,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,20.9,-0.16,-0.76
Puerto Rico,PRI,2016,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,20.64,-0.26,-1.24
Puerto Rico,PRI,2017,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,16.38,-4.26,-20.64
Puerto Rico,PRI,2018,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,17.69,1.31,8
Puerto Rico,PRI,2019,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.15,1.46,8.25
Puerto Rico,PRI,2020,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.07,-0.08,-0.42
Puerto Rico,PRI,2021,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.36,0.29,1.52
Puerto Rico,PRI,2022,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.9,0.54,2.79
Puerto Rico,PRI,2023,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.9,0,0
Puerto Rico,PRI,2024,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,18.72,-1.18,-5.93
Qatar,QAT,2000,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.13,,
Qatar,QAT,2001,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.95,0.82,8.98
Qatar,QAT,2002,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,10.94,0.99,9.95
Qatar,QAT,2003,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,12.01,1.07,9.78
Qatar,QAT,2004,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,13.23,1.22,10.16
Qatar,QAT,2005,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,14.4,1.17,8.84
Qatar,QAT,2006,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,17.08,2.68,18.61
Qatar,QAT,2007,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,19.46,2.38,13.93
Qatar,QAT,2008,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.62,2.16,11.1
Qatar,QAT,2009,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,24.16,2.54,11.75
Qatar,QAT,2010,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,28.14,3.98,16.47
Qatar,QAT,2011,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,30.73,2.59,9.2
Qatar,QAT,2012,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,34.8,4.07,13.24
Qatar,QAT,2013,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,34.75,-0.05,-0.14
Qatar,QAT,2014,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,38.8,4.05,11.65
Qatar,QAT,2015,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,41.63,2.83,7.29
Qatar,QAT,2016,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,42.44,0.81,1.95
Qatar,QAT,2017,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,45.7,3.26,7.68
Qatar,QAT,2018,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.06,2.36,5.16
Qatar,QAT,2019,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,50,1.94,4.04
Qatar,QAT,2020,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,49.4,-0.6,-1.2
Qatar,QAT,2021,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,51.79,2.39,4.84
Qatar,QAT,2022,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,54.17,2.38,4.6
Qatar,QAT,2023,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,55.14,0.97,1.79
Qatar,QAT,2024,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,58.64,3.5,6.35
Reunion,REU,2000,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.76,,
Reunion,REU,2001,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.85,0.09,5.11
Reunion,REU,2002,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.93,0.08,4.32
Reunion,REU,2003,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.08,0.15,7.77
Reunion,REU,2004,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.19,0.11,5.29
Reunion,REU,2005,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.27,0.08,3.65
Reunion,REU,2006,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.36,0.09,3.96
Reunion,REU,2007,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.46,0.1,4.24
Reunion,REU,2008,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.54,0.08,3.25
Reunion,REU,2009,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.62,0.08,3.15
Reunion,REU,2010,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.7,0.08,3.05
Reunion,REU,2011,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.75,0.05,1.85
Reunion,REU,2012,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.82,0.07,2.55
Reunion,REU,2013,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.82,0,0
Reunion,REU,2014,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.86,0.04,1.42
Reunion,REU,2015,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.9,0.04,1.4
Reunion,REU,2016,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.94,0.04,1.38
Reunion,REU,2017,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.98,0.04,1.36
Reunion,REU,2018,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.95,-0.03,-1.01
Reunion,REU,2019,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.05,0.1,3.39
Reunion,REU,2020,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.79,0.74,24.26
Reunion,REU,2021,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.09,-0.7,-18.47
Reunion,REU,2022,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.37,0.28,9.06
Romania,ROU,2000,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,50.86,,
Romania,ROU,2001,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,52.24,1.38,2.71
Romania,ROU,2002,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,51.57,-0.67,-1.28
Romania,ROU,2003,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,52.76,1.19,2.31
Romania,ROU,2004,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,55.29,2.53,4.8
Romania,ROU,2005,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,56.43,1.14,2.06
Romania,ROU,2006,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,58.29,1.86,3.3
Romania,ROU,2007,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,59.47,1.18,2.02
Romania,ROU,2008,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,60.61,1.14,1.92
Romania,ROU,2009,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,55.29,-5.32,-8.78
Romania,ROU,2010,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,58.15,2.86,5.17
Romania,ROU,2011,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,59.89,1.74,2.99
Romania,ROU,2012,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,58.79,-1.1,-1.84
Romania,ROU,2013,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,56.17,-2.62,-4.46
Romania,ROU,2014,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,57.79,1.62,2.88
Romania,ROU,2015,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,58.93,1.14,1.97
Romania,ROU,2016,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,59.2,0.27,0.46
Romania,ROU,2017,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,60.65,1.45,2.45
Romania,ROU,2018,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,61.53,0.88,1.45
Romania,ROU,2019,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,60.28,-1.25,-2.03
Romania,ROU,2020,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,58,-2.28,-3.78
Romania,ROU,2021,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,60.76,2.76,4.76
Romania,ROU,2022,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,55.96,-4.8,-7.9
Romania,ROU,2023,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,53.93,-2.03,-3.63
Romania,ROU,2024,Country or economy,Europe,Europe,1,0,0,0,0,Electricity demand,Demand,Demand,TWh,55.82,1.89,3.5
Russian Federation (the),RUS,2000,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,863.7,,
Russian Federation (the),RUS,2001,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,875.41,11.71,1.36
Russian Federation (the),RUS,2002,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,878.34,2.93,0.33
Russian Federation (the),RUS,2003,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,902.91,24.57,2.8
Russian Federation (the),RUS,2004,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,924.29,21.38,2.37
Russian Federation (the),RUS,2005,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,941.73,17.44,1.89
Russian Federation (the),RUS,2006,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,976.31,34.58,3.67
Russian Federation (the),RUS,2007,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1005.9,29.59,3.03
Russian Federation (the),RUS,2008,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1022.37,16.47,1.64
Russian Federation (the),RUS,2009,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,978.24,-44.13,-4.32
Russian Federation (the),RUS,2010,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1020.57,42.33,4.33
Russian Federation (the),RUS,2011,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1032.31,11.74,1.15
Russian Federation (the),RUS,2012,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1052.79,20.48,1.98
Russian Federation (the),RUS,2013,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1045.4,-7.39,-0.7
Russian Federation (the),RUS,2014,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1056.15,10.75,1.03
Russian Federation (the),RUS,2015,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1055.89,-0.26,-0.02
Russian Federation (the),RUS,2016,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1076.47,20.58,1.95
Russian Federation (the),RUS,2017,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1080.57,4.1,0.38
Russian Federation (the),RUS,2018,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1096.59,16.02,1.48
Russian Federation (the),RUS,2019,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1099.73,3.14,0.29
Russian Federation (the),RUS,2020,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1074.68,-25.05,-2.28
Russian Federation (the),RUS,2021,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1135.73,61.05,5.68
Russian Federation (the),RUS,2022,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1150.54,14.81,1.3
Russian Federation (the),RUS,2023,Country or economy,Europe,Europe,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1162.44,11.9,1.03
